Experiment_ID,Angle[degree]ORDistance[mm],Secondary-axis [mm],Main-axis [mm],Out-of-roundness [-],Collapse [mm]
6,19.0,22.097921712980806,21.520101684930832,0.0262358613818103,-0.5039523242347776
6,20.0,22.097106219671357,21.52029063153061,0.0261902548868021,-0.5037633776349999
6,21.0,22.099186362947385,21.509650708552076,0.0267678082404796,-0.5144033006135373
6,22.0,22.10198685215637,21.493945811000824,0.0276080435010965,-0.5301081981647862
6,23.0,22.104787559237742,21.47712218626802,0.0284990843515237,-0.5469318228975908
6,24.0,22.10610520705572,21.4608599878078,0.0292972955378419,-0.563194021357809
6,25.0,22.10527066714664,21.44540822164402,0.0299609892542041,-0.5786457875215909
6,26.0,22.10478398371116,21.434967834341712,0.0304129361965191,-0.5890861748238976
6,27.0,22.104203462767558,21.421620852788237,0.0309925960813233,-0.6024331563773764
6,28.0,22.10131974182096,21.414082513028813,0.0312039385894233,-0.6099714961367972
6,29.0,22.099172597010423,21.41488364400477,0.031070072418133,-0.6091703651608356
6,30.0,22.089879803008458,21.41599679763621,0.0305975913922022,-0.6080572115293954
6,31.0,22.078400620312507,21.424307293001416,0.0296990430117398,-0.5997467161641943
6,32.0,22.06262409712238,21.436803536586275,0.0284153208249335,-0.5872504725793348
6,33.0,22.047145588689517,21.45177018306679,0.0270329615689712,-0.5722838260988183
6,34.0,22.036094492412168,21.46302328593893,0.0260202416065063,-0.5610307232266756
